Slide #,Slide Mount Date,Subject,Slide Mount Notation,Scanned
4633,Jun-83,,,X
4634,Jun-83,,,X
4635,Jun-83,,,X
4636,Jun-83,,,X
4637,Sep-83,,,X
4638,Sep-83,,,X
4639,Sep-83,,,X
4640,Sep-83,,,X
4641,Sep-83,"Cheryl Ching, Celeste Cayer, koi",,X
4642,Sep-83,"Cheryl Ching, Celeste Cayer, koi",,X
4643,Sep-83,,,X
4644,Sep-83,,,X
4645,Sep-83,,,X
4646,Sep-83,,,X
4647,Sep-83,,,X
4648,Sep-83,,,X
4649,Sep-83,,,X
4650,Sep-83,,,X
4651,Sep-83,,,X
4652,Oct-83,,,X
4653,Oct-83,,,X
4654,Oct-83,,,X
4655,Oct-83,,,X
4656,Oct-83,,,X
4657,Oct-83,,quilts and doll show,X
4658,Oct-83,,,X
4659,Oct-83,,,X
4660,Oct-83,,,X
4661,Oct-83,,,X
4662,Oct-83,,,X
4663,Oct-83,,,X
4664,Oct-83,,,X
4665,Oct-83,,,X
4666,Oct-83,,Koi show,X
